date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2018-02-23,22.2900009,24.1800003,21.2199993,24.1100006,24.1100006,212000,212000,1.82,8.165,23.17,"February 23, 18",0.08165
2018-02-22,19.2600002,22.3199997,18.9400005,22.0100002,22.0100002,245000,245000,2.75,14.278,21.09,"February 22, 18",0.14278
2018-02-21,19.2600002,20.3299999,18.9799995,19.2199993,19.2199993,72300,72300,-0.04,-0.208,19.51,"February 21, 18",-0.00208
2018-02-20,19.5699997,19.9500008,19.0900002,19.1399994,19.1399994,85800,85800,-0.43,-2.197,19.39333,"February 20, 18",-0.02197
2018-02-16,20,20.1900005,19.0100002,19.6900005,19.6900005,41500,41500,-0.31,-1.55,19.63,"February 16, 18",-0.0155
2018-02-15,20,20.25,19.2999992,20.1000004,20.1000004,64700,64700,0.1,0.5,19.88333,"February 15, 18",0.005
2018-02-14,19.6499996,20.2700005,18.0349998,20.0699997,20.0699997,46200,46200,0.42,2.137,19.45833,"February 14, 18",0.02137
2018-02-13,18.9599991,19.9300003,18.3829994,19.4500008,19.4500008,59900,59900,0.49,2.584,19.25433,"February 13, 18",0.02584
2018-02-12,19.5400009,20.1100006,18.75,19.0499992,19.0499992,100200,100200,-0.49,-2.508,19.30333,"February 12, 18",-0.02508
2018-02-09,20.5799999,21.3199997,18.4799995,19.3799992,19.3799992,122500,122500,-1.2,-5.831,19.72667,"February 09, 18",-0.05831
2018-02-08,20.9150009,21.7919998,20.3099995,20.4099998,20.4099998,56800,56800,-0.505,-2.415,20.83733,"February 08, 18",-0.02415
2018-02-07,21.5100002,22.1299992,21.4099998,21.5300007,21.5300007,45700,45700,0.02,0.093,21.69,"February 07, 18",0.00093
2018-02-06,21.2099991,22.0799999,21.0510006,21.7099991,21.7099991,51800,51800,0.5,2.357,21.61367,"February 06, 18",0.02357
2018-02-05,22.9899998,23.0900002,21.6200008,21.7999992,21.7999992,60800,60800,-1.19,-5.176,22.17,"February 05, 18",-0.05176
2018-02-02,23.0300007,23.3299999,22.6000004,22.9699993,22.9699993,36300,36300,-0.06,-0.261,22.96667,"February 02, 18",-0.00261
2018-02-01,23.4799995,23.8299999,22.3999996,23.3099995,23.3099995,47300,47300,-0.17,-0.724,23.18,"February 01, 18",-0.00724
2018-01-31,25.8799992,26.1000004,23.5799999,23.9099998,23.9099998,71500,71500,-1.97,-7.612,24.53,"January 31, 18",-0.07612
2018-01-30,25.3500004,25.9200001,24.7099991,25.5799999,25.5799999,94900,94900,0.23,0.907,25.40333,"January 30, 18",0.00907
2018-01-29,25.75,26.8990002,24.6299992,25.4799995,25.4799995,63800,63800,-0.27,-1.049,25.66967,"January 29, 18",-0.01049
2018-01-26,26.6599998,26.7199993,25.9099998,26.2399998,26.2399998,60700,60700,-0.42,-1.575,26.29,"January 26, 18",-0.01575
2018-01-25,25.5100002,26.8700008,25.3899994,26.3600006,26.3600006,86800,86800,0.85,3.332,26.20667,"January 25, 18",0.03332
2018-01-24,24.6299992,25.7199993,23.8899994,25.3099995,25.3099995,45800,45800,0.68,2.761,24.97333,"January 24, 18",0.02761
2018-01-23,25.25,25.8600006,24.5100002,24.6800003,24.6800003,88700,88700,-0.57,-2.257,25.01667,"January 23, 18",-0.02257
2018-01-22,26.4599991,26.6399994,24.7800007,25.3500004,25.3500004,159700,159700,-1.11,-4.195,25.59,"January 22, 18",-0.04195
2018-01-19,25.0900002,26.8600006,24.3799992,26.3400002,26.3400002,97600,97600,1.25,4.982,25.86,"January 19, 18",0.04982
2018-01-18,23.9099998,25.3199997,23.7900009,25.1800003,25.1800003,63600,63600,1.27,5.312,24.76333,"January 18, 18",0.05312
2018-01-17,22.7770004,24.2800007,22.7399998,24.0100002,24.0100002,47400,47400,1.233,5.413,23.67667,"January 17, 18",0.05413
2018-01-16,22.7999992,24.7450008,22.6000004,22.7099991,22.7099991,75900,75900,-0.09,-0.395,23.35167,"January 16, 18",-0.00395
2018-01-12,23.1399994,23.5,22.4699993,23.0400009,23.0400009,47100,47100,-0.1,-0.432,23.00333,"January 12, 18",-0.00432
2018-01-11,21.4799995,23.7800007,21.2350006,23.2199993,23.2199993,70200,70200,1.74,8.101,22.745,"January 11, 18",0.08101
2018-01-10,20.5900002,21.6100006,20.2399998,21.3600006,21.3600006,125800,125800,0.77,3.74,21.07,"January 10, 18",0.0374
2018-01-09,19.2800007,20.9899998,19.2229996,20.6499996,20.6499996,82700,82700,1.37,7.106,20.28767,"January 09, 18",0.07106
2018-01-08,19.1900005,19.4500008,18.3929996,19.3099995,19.3099995,70800,70800,0.12,0.625,19.051,"January 08, 18",0.00625
2018-01-05,19.9599991,19.9599991,18.8950005,19.1599998,19.1599998,54400,54400,-0.8,-4.008,19.33833,"January 05, 18",-0.04008
2018-01-04,20.3799992,20.3799992,19.9599991,20,20,91400,91400,-0.38,-1.865,20.11333,"January 04, 18",-0.01865
2018-01-03,20.4899998,20.6100006,20.2310009,20.3999996,20.3999996,57800,57800,-0.09,-0.439,20.41367,"January 03, 18",-0.00439
2018-01-02,20.0100002,20.5100002,19.8099995,20.4899998,20.4899998,179400,179400,0.48,2.399,20.27,"January 02, 18",0.02399
2017-12-29,19.5699997,20.2299995,19.5699997,19.8400002,19.8400002,57600,57600,0.27,1.38,19.88,"December 29, 17",0.0138
2017-12-28,19.3899994,19.7000008,19.2649994,19.5499992,19.5499992,25000,25000,0.16,0.825,19.505,"December 28, 17",0.00825
2017-12-27,19.2600002,19.6499996,19.25,19.4099998,19.4099998,32000,32000,0.15,0.779,19.43667,"December 27, 17",0.00779
2017-12-26,19.4599991,19.8850002,19.25,19.4500008,19.4500008,54000,54000,-0.01,-0.051,19.52833,"December 26, 17",-0.00051
