date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2022-04-28,3.6500001,3.7,3.5699999,3.6700001,3.6700001,459900,459900,0.02,0.548,3.64667,"April 28, 22",0.00548
2022-04-27,3.79,3.8099999,3.5899999,3.6400001,3.6400001,366400,366400,-0.15,-3.958,3.68,"April 27, 22",-0.03958
2022-04-26,3.5799999,3.74,3.5799999,3.6800001,3.6800001,459000,459000,0.1,2.793,3.66667,"April 26, 22",0.02793
2022-04-25,3.53,3.6199999,3.52,3.52,3.52,510300,510300,-0.01,-0.283,3.55333,"April 25, 22",-0.00283
2022-04-22,3.7,3.8099999,3.6400001,3.6400001,3.6400001,365200,365200,-0.06,-1.622,3.69667,"April 22, 22",-0.01622
2022-04-21,3.78,3.8699999,3.5999999,3.6199999,3.6199999,452000,452000,-0.16,-4.233,3.69667,"April 21, 22",-0.04233
2022-04-20,3.71,3.8699999,3.71,3.8,3.8,352900,352900,0.09,2.426,3.79333,"April 20, 22",0.02426
2022-04-19,3.5899999,3.78,3.5599999,3.77,3.77,269100,269100,0.18,5.014,3.70333,"April 19, 22",0.05014
2022-04-18,3.6500001,3.7,3.55,3.6099999,3.6099999,287500,287500,-0.04,-1.096,3.62,"April 18, 22",-0.01096
2022-04-14,3.7,3.73,3.6199999,3.71,3.71,350500,350500,0.01,0.27,3.68667,"April 14, 22",0.0027
2022-04-13,3.8,3.8499999,3.72,3.72,3.72,533300,533300,-0.08,-2.105,3.76333,"April 13, 22",-0.02105
2022-04-12,3.8,3.8499999,3.72,3.8399999,3.8399999,754200,754200,0.04,1.053,3.80333,"April 12, 22",0.01053
2022-04-11,3.8499999,3.95,3.77,3.77,3.5650001,736900,736900,-0.285,-7.403,3.76167,"April 11, 22",-0.07403
2022-04-08,3.9000001,3.97,3.8399999,3.9000001,3.6879311,322500,322500,-0.21207,-5.438,3.83264,"April 08, 22",-0.05438
2022-04-07,3.8900001,3.95,3.7650001,3.8900001,3.6784749,522400,522400,-0.21153,-5.438,3.79783,"April 07, 22",-0.05438
2022-04-06,3.95,4,3.74,3.8900001,3.6784749,782100,782100,-0.27153,-6.874,3.80616,"April 06, 22",-0.06874
2022-04-05,4.27,4.27,3.96,3.96,3.7446685,456200,456200,-0.52533,-12.303,3.99156,"April 05, 22",-0.12303
2022-04-04,4.1999998,4.2950001,4.1209998,4.2600002,4.0283556,424300,424300,-0.17164,-4.087,4.14812,"April 04, 22",-0.04087
2022-04-01,4.1500001,4.2449999,4.0300002,4.0500002,3.8297746,446800,446800,-0.32023,-7.716,4.03492,"April 01, 22",-0.07716
2022-03-31,4.0900002,4.1100001,3.97,3.97,3.7541246,553600,553600,-0.33588,-8.212,3.94471,"March 31, 22",-0.08212
2022-03-30,4.1199999,4.29,4.0700002,4.1399999,3.9148805,543400,543400,-0.20512,-4.979,4.09163,"March 30, 22",-0.04979
2022-03-29,4.2199998,4.3200002,4.1799998,4.2399998,4.0094428,624400,624400,-0.21056,-4.99,4.16981,"March 29, 22",-0.0499
2022-03-28,4.0500002,4.2199998,4.0149999,4.0900002,3.8675995,436200,436200,-0.1824,-4.504,4.0342,"March 28, 22",-0.04504
2022-03-25,4.1300001,4.1700001,3.9649999,4.0100002,3.7919497,621400,621400,-0.33805,-8.185,3.97565,"March 25, 22",-0.08185
2022-03-24,4.1599998,4.2800002,4.0300002,4.1799998,3.9527054,571100,571100,-0.20729,-4.983,4.08757,"March 24, 22",-0.04983
2022-03-23,4.1700001,4.48,4.1199999,4.29,4.0567241,744500,744500,-0.11328,-2.717,4.21891,"March 23, 22",-0.02717
2022-03-22,4.1599998,4.29,4.0700002,4.1900001,3.9621618,975400,975400,-0.19784,-4.756,4.10739,"March 22, 22",-0.04756
2022-03-21,4.1599998,4.29,3.97,3.98,3.7635808,867000,867000,-0.39642,-9.529,4.00786,"March 21, 22",-0.09529
2022-03-18,4.1999998,4.3699999,4.1500001,4.21,3.9810743,1147400,1147400,-0.21893,-5.213,4.16702,"March 18, 22",-0.05213
2022-03-17,4.3200002,4.4899998,3.95,4.1799998,3.9527054,1698900,1698900,-0.36729,-8.502,4.1309,"March 17, 22",-0.08502
2022-03-16,3.6199999,4.8400002,3.55,4.5599999,4.3120422,4587700,4587700,0.69204,19.117,4.23401,"March 16, 22",0.19117
2022-03-15,2.9000001,3.3299999,2.77,3.2,3.0259948,1591700,1591700,0.12599,4.344,3.042,"March 15, 22",0.04344
2022-03-14,3.05,3.0799999,2.6800001,2.9400001,2.7801328,2495300,2495300,-0.26987,-8.848,2.84671,"March 14, 22",-0.08848
2022-03-11,3.5999999,3.635,3.0550001,3.0799999,2.9125197,1218400,1218400,-0.68748,-19.097,3.20084,"March 11, 22",-0.19097
2022-03-10,3.6300001,3.6900001,3.47,3.52,3.3285942,1626200,1626200,-0.30141,-8.303,3.4962,"March 10, 22",-0.08303
2022-03-09,3.5999999,3.76,3.5650001,3.7,3.4988065,632400,632400,-0.10119,-2.811,3.60794,"March 09, 22",-0.02811
2022-03-08,3.3199999,3.54,3.26,3.49,3.3002255,760200,760200,-0.01977,-0.595,3.36674,"March 08, 22",-0.00595
2022-03-07,3.45,3.53,3.3199999,3.3199999,3.1394694,1162400,1162400,-0.31053,-9.001,3.32982,"March 07, 22",-0.09001
2022-03-04,3.73,3.76,3.45,3.45,3.2624006,1339200,1339200,-0.4676,-12.536,3.4908,"March 04, 22",-0.12536
2022-03-03,3.8699999,3.8699999,3.72,3.79,3.5839124,908100,908100,-0.28609,-7.393,3.72464,"March 03, 22",-0.07393
2022-03-02,3.9400001,3.9649999,3.8299999,3.9000001,3.6879311,516700,516700,-0.25207,-6.398,3.82764,"March 02, 22",-0.06398
2022-03-01,4.0799999,4.0799999,3.8699999,3.95,3.7352123,685200,685200,-0.34479,-8.451,3.89507,"March 01, 22",-0.08451
2022-02-28,4.1500001,4.1799998,4.0100002,4.0700002,3.8486872,775000,775000,-0.30131,-7.26,4.0129,"February 28, 22",-0.0726
2022-02-25,4.3099999,4.3499999,4.0999999,4.1900001,3.9621618,646100,646100,-0.34784,-8.071,4.13739,"February 25, 22",-0.08071
2022-02-24,4,4.3000002,3.98,4.3000002,4.0661807,680200,680200,0.06618,1.654,4.11539,"February 24, 22",0.01654
2022-02-23,4.3600001,4.4200001,4.2849998,4.3000002,4.0661807,531700,531700,-0.29382,-6.739,4.25706,"February 23, 22",-0.06739
